character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,deck,tags
筍,bamboo shoot,1984,,,sǔn: bamboo shoot,bamboo + decameron,⿱ (top-bottom),⿱𥫗旬,"𥫗 = bamboo, 旬 = decameron",RTH,RTH2::L25
筐,rectangular basket,2617,2675,,"kuāng: basket, CL:隻|只[zhī]",bamboo + box + king,⿱ (top-bottom),⿱𥫗匡,"竹 = bamboo, 匚 = box, 王 = king",RSH RTH,RSH2::L43 RTH2::L43
筒,tube / cylinder,1985,2050,944,"tǒng: tube, cylinder",bamboo + monks,⿱ (top-bottom),⿱𥫗同,"竹 = bamboo, 同 = monks",RSH RTH RTK,RSH2::L25 RTH2::L25 RTK1v5::L26
答,answer / solution,734,791,947,"dā: to answer, to agree | dá: reply, answer, return, respond",bamboo + fit,⿱ (top-bottom),⿱𥫗合,"竹 = bamboo, 合 = fit",RSH RTH RTK,RSH1::L25 RTH1::L25 RTK1v5::L26
策,strategy / scheme,735,792,948,"cè: policy, plan, scheme, bamboo slip for writing (old)",bamboo + thorn,⿱ (top-bottom),⿱𥫗朿,"竹 = bamboo, 朿 = thorn",RSH RTH RTK,RSH1::L25 RTH1::L25 RTK1v5::L26
筷,chopsticks,1220,1278,,kuài: chopstick,bamboo + fast,⿱ (top-bottom),⿱𥫗快,"竹 = bamboo, 快 = fast",RSH RTH,RSH1::L41 RTH1::L41
箏,Chinese zither,2154,,,"zhēng: guzheng or long zither, long zither with 13 to 16 strings, developed from guqin 古琴 during Tang and Song times, Japanese koto",bamboo + dropdrop + eyedropper + eyedropper + dropdrop + ⺕ + 亅,⿱ (top-bottom),⿱𥫗爭,"𥫗 = bamboo, ㇒ = dropdrop, 丶 = eyedropper",RTH,RTH2::L30
算,calculate,733,790,946,"suàn: to regard as, to figure, to calculate, to compute",bamboo + eyeball + two hands,⿱ (top-bottom),⿱𥫗𥃲,"竹 = bamboo, 睛 = eyeball, 开 = two hands",RSH RTH RTK,RSH1::L25 RTH1::L25 RTK1v5::L26
管,pipe,967,1044,1273,"guǎn: to take care (of), to control, to manage, to be in charge of",bamboo + bureaucrat,⿱ (top-bottom),⿱𥫗官,"竹 = bamboo, 官 = bureaucrat",RSH RTH RTK,RSH1::L33 RTH1::L33 RTK1v5::L34
箭,arrow / arrow shaft,1988,2051,2636,"jiàn: arrow, CL:支[zhī]",bamboo + in front,⿱ (top-bottom),⿱𥫗前,"竹 = bamboo, 前 = in front",RSH RTH RTK,RSH2::L25 RTH2::L25 RTK3v2::CH02
箱,box,730,788,942,"xiāng: box, trunk, chest",bamboo + one another,⿱ (top-bottom),⿱𥫗相,"竹 = bamboo, 相 = one another",RSH RTH RTK,RSH1::L25 RTH1::L25 RTK1v5::L26
節,holiday / node,1088,,1464,"jié: festival, holiday, node, joint",bamboo + immediately,⿱ (top-bottom),⿱𥫗即,"𥫗 = bamboo, 即 = immediately",RTH RTK,RTH1::L37 RTK1v5::L38
範,model / pattern,2384,,1413,"fàn: pattern, model, example",bamboo + floor + daybreak + walking stick + fingerprint,⿱ (top-bottom),⿱𥫗𨊠,"𥫗 = bamboo, 一 = floor, 旦 = daybreak, 丨 = walking stick, 㔾 = fingerprint",RTH RTK,RTH2::L36 RTK1v5::L37
篇,piece of writing / livraison,1323,1368,2645,"piān: sheet, piece of writing, bound set of bamboo slips used for record keeping (old), classifier for written items: chapter, article",bamboo + book cover,⿱ (top-bottom),⿱𥫗扁,"竹 = bamboo, 扁 = book cover",RSH RTH RTK,RSH1::L47 RTH1::L47 RTK3v2::CH02
築,construct / fabricate,1986,,950,"zhù: to build, to construct, to ram, to hit",construct + floor + walking stick + umbrella,⿱ (top-bottom),⿱筑木,"筑 = construct, 一 = floor, 丨 = walking stick, 𠆢 = umbrella",RTH RTK,RTH2::L25 RTK1v5::L26
篩,sift,2245,,,"shāi: to filter, to sift, to sieve",bamboo + maestro + floor + glass cover + walking stick,⿱ (top-bottom),⿱𥫗師,"𥫗 = bamboo, 𠂤 = maestro, 一 = floor, 冂 = glass cover, 丨 = walking stick",RTH,RTH2::L33
簇,cluster,2208,2261,,"cù: crowded, framework for silkworms, gather foliage, bunch",bamboo + tribe,⿱ (top-bottom),⿱𥫗族,"竹 = bamboo, 族 = tribe",RSH RTH,RSH2::L32 RTH2::L32
簡,simple / simplicity,1206,,1621,"jiǎn: simple, uncomplicated, letter, to choose",bamboo + walking stick + {50} + floor + box + floor + 亅 + pent in + floor,⿱ (top-bottom),⿱𥫗間,"𥫗 = bamboo, 丨 = walking stick, 一 = floor, 匚 = box, 囗 = pent in",RTH RTK,RTH1::L41 RTK1v5::L42
簽,sign,2055,,,qiān: sign one's name,bamboo + umbrella + floor + windup teeth + assembly line,⿱ (top-bottom),⿱𥫗僉,"𥫗 = bamboo, 𠆢 = umbrella, 一 = floor, 吅 = windup teeth, 从 = assembly line",RTH,RTH2::L26
簾,drapes / bamboo blinds,2151,,2630,lián: hanging screen or curtain,bamboo + inexpensive,⿱ (top-bottom),⿱𥫗廉,"𥫗 = bamboo, 廉 = inexpensive",RTH RTK,RTH2::L30 RTK3v2::CH02
簿,register,2732,2800,949,"bù: a book, a register, account-book",bamboo + water + gummed label,⿱ (top-bottom),⿱𥫗溥,"竹 = bamboo, 水 = water, 尃 = gummed label",RSH RTH RTK,RSH2::L48 RTH2::L48 RTK1v5::L26
籃,basket,1081,,,"lán: basket, goal",bamboo + box + walking stick + {50} + walking stick + dropdrop + floor + eyedropper + glass cover + floor + walking stick + walking stick,⿱ (top-bottom),⿱𥫗監,"𥫗 = bamboo, 匚 = box, 丨 = walking stick, ㇒ = dropdrop, 一 = floor, 丶 = eyedropper, 冂 = glass cover",RTH,RTH1::L37
籌,make arrangements,2756,,,"chóu: chip (in gambling), token (for counting), ticket, to prepare",bamboo + floor + walking stick + floor + beret + floor + walking stick + floor + floor + mouth + glue,⿱ (top-bottom),⿱𥫗壽,"𥫗 = bamboo, 一 = floor, 丨 = walking stick, 乛 = beret, 口 = mouth, 寸 = glue",RTH,RTH2::L49
籍,records / enroll,2798,2851,1567,"jí: book or record, registry, roll, place of one's family or ancestral records",bamboo + Christmas tree + times past,⿱ (top-bottom),⿱𥫗耤,"竹 = bamboo, 耒 = Christmas tree, 昔 = times past",RSH RTH RTK,RSH2::L51 RTH2::L51 RTK1v5::L40
籠,cage / cage [old],2911,,3028,"lóng: basket, cage, flat bamboo basket used to serve dimsum 點心|点心[diǎn xin] such as 餃子|饺子[jiǎo zi], 包子[bāo zi] etc, to cover | lǒng: to cover, to cage, covering, also pr. [lóng]",bamboo + top hat + animal horns + floor + moon + {12},⿱ (top-bottom),⿱𥫗龍,"𥫗 = bamboo, 亠 = top hat, 丷 = animal horns, 一 = floor, ⺝ = moon",RTH RTK,L # RTH2::L54 RTH2::L54 RTK1v5::Sup.
籤,bamboo slip / lottery,2565,,2082,"qiān: inscribed bamboo stick (used in divination, gambling, drawing lots etc), small wood sliver, a label, a tag",bamboo + fiesta + assembly line + three + walking stick + walking stick + three + floor,⿱ (top-bottom),⿱𥫗韱,"𥫗 = bamboo, 戈 = fiesta, 从 = assembly line, 三 = three, 丨 = walking stick, 一 = floor",RTH RTK,L # RTH2::L41 RTH2::L41 RTK3v2::CH01
籬,fence,2481,,,lí: a fence,bamboo + leave + dropdrop + walking stick + eyedropper + floor + walking stick + floor + two,⿱ (top-bottom),⿱𥫗離,"𥫗 = bamboo, 离 = leave, ㇒ = dropdrop, 丨 = walking stick, 丶 = eyedropper, 一 = floor, 二 = two",RTH,RTH2::L38
籮,bamboo basket,2336,,,luó: basket,bamboo + pent in + walking stick + walking stick + cocoon + eyedropper + eyedropper + eyedropper + dropdrop + walking stick + eyedropper + 丅 + floor + two,⿱ (top-bottom),⿱𥫗羅,"𥫗 = bamboo, 囗 = pent in, 丨 = walking stick, 幺 = cocoon, 丶 = eyedropper, ㇒ = dropdrop, 一 = floor, 二 = two",RTH,RTH2::L35
籲,plead,2713,,,yù: to implore,bamboo + umbrella + floor + mouth + mouth + mouth + glass cover + floor + walking stick + walking stick + floor + drop + pent in + floor + floor + drop + ㇏,⿱ (top-bottom),⿱𥫗龥,"𥫗 = bamboo, 𠆢 = umbrella, 一 = floor, 口 = mouth, 冂 = glass cover, 丨 = walking stick, 丿 = drop, 囗 = pent in",RTH,RTH2::L47
米,rice,724,778,919,"mǐ: rice, CL:粒[lì], meter (classifier)",animal horns + floor + walking stick + umbrella,⿻ (overlaid),⿻丷木,"丷 = animal horns, 一 = floor, 丨 = walking stick, 𠆢 = umbrella",RSH RTH RTK,RSH1::L25 RTH1::L25 RTK1v5::L26
粉,powder / flour,1977,779,920,"fěn: powder, cosmetic face powder, food prepared from starch, noodles or pasta made from any kind of flour",rice + part,⿰ (left-right),⿰米分,"米 = rice, 分 = part",RSH RTH RTK,RSH1::L25 RTH2::L25 RTK1v5::L26
粒,grain / grains,1975,2039,922,"lì: grain, granule, classifier for small round things (peas, bullets, peanuts, pills, grains etc)",rice + vase,⿰ (left-right),⿰米立,"米 = rice, 立 = vase",RSH RTH RTK,RSH2::L25 RTH2::L25 RTK1v5::L26
粗,coarse,2683,2749,1777,"cū: coarse, rough, thick (for cylindrical objects), unfinished",rice + shelves,⿰ (left-right),⿰米且,"米 = rice, 且 = shelves",RSH RTH RTK,RSH2::L46 RTH2::L45 RTK1v5::L47
粘,glue / sticky,1971,2030,921,"nián: glutinous, sticky, to stick, to adhere | zhān: to glue, to stick, to paste",rice + tell fortunes,⿰ (left-right),⿰米占,"米 = rice, 占 = tell fortunes",RSH RTH RTK,RSH2::L25 RTH2::L25 RTK1v5::L26
粥,porridge / rice gruel,2218,2274,2243,"yù: see 葷粥|荤粥[Xūn yù] | zhōu: congee, gruel, porridge, CL:碗[wǎn]",bow + rice,⿲ (left-mid-right),⿲弓米弓,"弓 = bow, 米 = rice",RSH RTH RTK,RSH2::L32 RTH2::L32 RTK3v2::CH02
粦,jack-o’-lantern,,,,,rice + sunglasses,⿱ (top-bottom),⿱米舛,"米 = rice, 舛 = sunglasses",,primitive
粹,unmixed,2399,2473,,"cuì: pure, unmixed, essence",rice + foot soldiers,⿰ (left-right),⿰米卒,"米 = rice, 卒 = foot soldiers",RSH RTH,RSH2::L37 RTH2::L37
精,refined,1152,1211,1535,"jīng: essence, extract, vitality, energy",rice + telescope,⿰ (left-right),⿰米青,"米 = rice, 青 = telescope",RSH RTH RTK,RSH1::L39 RTH1::L39 RTK1v5::L40
糊,batter / paste,1970,2029,2650,"hú: muddled, paste, scorched, congee | hù: paste, cream",rice + recklessly,⿰ (left-right),⿰米胡,"米 = rice, 胡 = recklessly",RSH RTH RTK,RSH2::L25 RTH2::L25 RTK3v2::CH02
糕,cake,1969,2040,,gāo: cake,rice + sheep + cooking fire,⿰ (left-right),⿰米羔,"米 = rice, 羊 = sheep, 火 = cooking fire",RSH RTH,RSH2::L25 RTH2::L25
糖,sugar,880,955,1158,"táng: sugar, sweets, candy, CL:顆|颗[kē],塊|块[kuài]",rice + Tang,⿰ (left-right),⿰米唐,"米 = rice, 唐 = Tang",RSH RTH RTK,RSH1::L30 RTH1::L30 RTK1v5::L31
糙,rough,1974,2038,,"cāo: rough, coarse (in texture)",rice + create,⿰ (left-right),⿰米造,"米 = rice, 造 = create",RSH RTH,RSH2::L25 RTH2::L25
糞,dung / excrement,2704,,2653,"fèn: manure, dung",animal horns + floor + walking stick + umbrella + pent in + floor + walking stick + together,⿱ (top-bottom),⿱米異,"丷 = animal horns, 一 = floor, 丨 = walking stick, 𠆢 = umbrella, 囗 = pent in, 共 = together",RTH RTK,RTH2::L46 RTK3v2::CH02
糟,messed up / lees,2164,2237,2649,"zāo: dregs, draff, pickled in wine, rotten",rice + cadet,⿰ (left-right),⿰米曹,"米 = rice, 囧曹 = cadet",RSH RTH RTK,RSH2::L30 RTH2::L30 RTK3v2::CH02
糠,chaff / rice bran,2159,2229,2652,kāng: husk,rice + hale,⿰ (left-right),⿰米康,"米 = rice, 康 = hale",RSH RTH RTK,RSH2::L30 RTH2::L30 RTK3v2::CH02
糧,provisions,1972,,926,"liáng: grain, food, provisions, agricultural tax paid in grain",animal horns + floor + walking stick + umbrella + quantity,⿰ (left-right),⿰米量,"丷 = animal horns, 一 = floor, 丨 = walking stick, 𠆢 = umbrella, 量 = quantity",RTH RTK,RTH2::L25 RTK1v5::L26
糸,thread,,,1333,,cocoon + small,⿱ (top-bottom),⿱幺小,"幺 = cocoon, 小 = small",RTK,RTK1v5::L36 primitive
系,lineage,1039,1101,1391,"xì: to connect, to relate to, to tie up, to bind | jì: to tie, to fasten, to button up",a drop of + floss,⿱ (top-bottom),⿱㇒糸,"丶 = a drop of, 糸 = floss",RSH RTH RTK,RSH1::L35 RTH1::L35 RTK1v5::L36
糾,entangle / twist,2495,,1509,"jiū: to gather together, to investigate, to entangle, to correct",cocoon + eyedropper + eyedropper + eyedropper + 𠄌 + walking stick,⿰ (left-right),⿰糹丩,"幺 = cocoon, 丶 = eyedropper, 丨 = walking stick",RTH RTK,RTH2::L38 RTK1v5::L39
紀,epoch / chronicle,1015,,1354,"jì: discipline, age, era, period",cocoon + eyedropper + eyedropper + eyedropper + snake,⿰ (left-right),⿰糹己,"幺 = cocoon, 丶 = eyedropper, 己 = snake",RTH RTK,RTH1::L35 RTK1v5::L36
約,make an appointment / promise,1017,,1362,"yāo: to weigh in a balance or on a scale | yuē: to make an appointment, to invite, approximately, pact",cocoon + eyedropper + eyedropper + eyedropper + ladle,⿰ (left-right),⿰糹勺,"幺 = cocoon, 丶 = eyedropper, 勺 = ladle",RTH RTK,RTH1::L35 RTK1v5::L36
紅,red / crimson,1016,,1355,"hóng: red, popular, revolutionary, bonus",cocoon + eyedropper + eyedropper + eyedropper + floor + walking stick + floor,⿰ (left-right),⿰糹工,"幺 = cocoon, 丶 = eyedropper, 一 = floor, 丨 = walking stick",RTH RTK,RTH1::L35 RTK1v5::L36
紋,design / family crest,2651,,1727,"wén: line, trace, mark, pattern",cocoon + eyedropper + eyedropper + eyedropper + Highlander,⿰ (left-right),⿰糹文,"幺 = cocoon, 丶 = eyedropper, 文 = Highlander",RTH RTK,RTH2::L44 RTK1v5::L45
納,let in / settlement,2316,,1356,"nà: to receive, to accept, to enjoy, to bring into",cocoon + eyedropper + eyedropper + eyedropper + internal,⿰ (left-right),⿰糹内,"幺 = cocoon, 丶 = eyedropper, 内 = internal",RTH RTK,RTH2::L35 RTK1v5::L36
紐,New York / string,2967,,2661,"niǔ: to turn, to wrench, button, nu (Greek letter Νν)",cocoon + eyedropper + eyedropper + eyedropper + clown,⿰ (left-right),⿰糹丑,"幺 = cocoon, 丶 = eyedropper, 丑 = clown",RTH RTK,RTH2::L55 RTK3v2::CH02
純,unadulterated / genuine,2475,,1494,"chún: pure, simple, unmixed, genuine",cocoon + eyedropper + eyedropper + eyedropper + earthworm,⿰ (left-right),⿰糹屯,"幺 = cocoon, 丶 = eyedropper, 屯 = earthworm",RTH RTK,RTH2::L38 RTK1v5::L39
紗,yarn / gossamer,2297,,2673,"shā: cotton yarn, muslin",cocoon + eyedropper + eyedropper + eyedropper + few,⿰ (left-right),⿰糹少,"幺 = cocoon, 丶 = eyedropper, 少 = few",RTH RTK,RTH2::L35 RTK3v2::CH02
紙,paper,1329,,1829,"zhǐ: paper, CL:張|张[zhāng],沓[dá], classifier for documents, letter etc",cocoon + eyedropper + eyedropper + eyedropper + family name,⿰ (left-right),⿰糹氏,"幺 = cocoon, 丶 = eyedropper, 氏 = family name",RTH RTK,RTH1::L48 RTK1v5::L49
級,rank / class,1014,,1353,"jí: level, grade, rank, step (of stairs)",cocoon + eyedropper + eyedropper + eyedropper + outstretched hands,⿰ (left-right),⿰糹及,"幺 = cocoon, 丶 = eyedropper, 及 = outstretched hands",RTH RTK,RTH1::L35 RTK1v5::L36
紛,disorderly / distract,2317,,1358,"fēn: numerous, confused, disorderly",cocoon + eyedropper + eyedropper + eyedropper + part,⿰ (left-right),⿰糹分,"幺 = cocoon, 丶 = eyedropper, 分 = part",RTH RTK,RTH2::L35 RTK1v5::L36
素,vegetarian diet / elementary,1150,1209,1532,"sù: raw silk, white, plain, unadorned, vegetarian (food)",grow up + floss,⿱ (top-bottom),⿱龶糸,"囧毒－母 = grow up, 糸 = floss",RSH RTH RTK,RSH1::L39 RTH1::L39 RTK1v5::L40
紡,spin / spinning,2311,,1357,"fǎng: to spin (cotton or hemp etc), fine woven silk fabric",cocoon + eyedropper + eyedropper + eyedropper + compass,⿰ (left-right),⿰糹方,"幺 = cocoon, 丶 = eyedropper, 方 = compass",RTH RTK,RTH2::L35 RTK1v5::L36
索,large rope / cord,2327,2423,1365,"Suǒ: surname Suo, abbr. for 索馬里|索马里[Suǒ mǎ lǐ], Somalia | suǒ: to search, to demand, to ask, to exact",chapel + floss,⿱ (top-bottom),⿱{44}糸,"囧索－糸 = chapel, 糸 = floss",RSH RTH RTK,RSH2::L35 RTH2::L35 RTK1v5::L36
紫,purple,2309,2420,1375,"zǐ: purple, violet, amethyst, Lithospermum erythrorhizon (flowering plant whose root provides red purple dye)",this (literary) + floss,⿱ (top-bottom),⿱此糸,"此 = this (literary), 糸 = floss",RSH RTH RTK,RSH2::L35 RTH2::L35 RTK1v5::L36
紮,bind,2302,,,"zā: to tie, to bind, classifier for flowers, banknotes etc: bundle, Taiwan pr. [zhá]",floor + walking stick + umbrella + hook + floss,⿱ (top-bottom),⿱札糸,"一 = floor, 丨 = walking stick, 𠆢 = umbrella, 乚 = hook, 糸 = floss",RTH,RTH2::L35
累,tired / accumulate,2295,2418,1364,"lěi: to accumulate, to involve or implicate, continuous, repeated | lèi: tired, weary, to strain, to wear out | léi: rope, to bind together, to twist around",rice field + floss,⿱ (top-bottom),⿱田糸,"田 = rice field, 糸 = floss",RSH RTH RTK,RSH2::L35 RTH2::L35 RTK1v5::L36
細,fine / dainty,1018,,1363,"xì: thin or slender, finely particulate, thin and soft, fine",cocoon + eyedropper + eyedropper + eyedropper + pent in + floor + walking stick,⿰ (left-right),⿰糹田,"幺 = cocoon, 丶 = eyedropper, 囗 = pent in, 一 = floor, 丨 = walking stick",RTH RTK,RTH1::L35 RTK1v5::L36
紳,gentry / sire,2320,,1361,shēn: member of gentry,cocoon + eyedropper + eyedropper + eyedropper + monkey,⿰ (left-right),⿰糹申,"幺 = cocoon, 丶 = eyedropper, 申 = monkey",RTH RTK,RTH2::L35 RTK1v5::L36
紹,acquaint / introduce,2299,,1359,"shào: to continue, to carry on",cocoon + eyedropper + eyedropper + eyedropper + summon,⿰ (left-right),⿰糹召,"幺 = cocoon, 丶 = eyedropper, 召 = summon",RTH RTK,RTH2::L35 RTK1v5::L36
終,end,1013,,1352,"zhōng: end, finish",cocoon + eyedropper + eyedropper + eyedropper + winter,⿰ (left-right),⿰糹冬,"幺 = cocoon, 丶 = eyedropper, 冬 = winter",RTH RTK,RTH1::L35 RTK1v5::L36
組,group / association,1299,,1776,"zǔ: to form, to organize, group, team",cocoon + eyedropper + eyedropper + eyedropper + glass cover + floor + floor + floor,⿰ (left-right),⿰糹且,"幺 = cocoon, 丶 = eyedropper, 冂 = glass cover, 一 = floor",RTH RTK,RTH1::L45 RTK1v5::L47
結,tie,1012,,1351,"jiē: to bear fruit, to produce, firm, solid | jié: knot, sturdy, bond, to tie",cocoon + eyedropper + eyedropper + eyedropper + aerosol can,⿰ (left-right),⿰糹吉,"幺 = cocoon, 丶 = eyedropper, 吉 = aerosol can",RTH RTK,RTH1::L35 RTK1v5::L36
絕,discontinue,1284,,,"jué: to cut short, extinct, to disappear, to vanish",cocoon + eyedropper + eyedropper + eyedropper + clothes hanger + drop + snakeskin + walking stick,⿰ (left-right),⿰糹⿱刀巴,"幺 = cocoon, 丶 = eyedropper, 𠃌 = clothes hanger, 丿 = drop, 巳 = snakeskin, 丨 = walking stick",RTH,RTH1::L44
絞,wring / strangle,2323,,1348,"jiǎo: to twist (strands into a thread), to entangle, to wring, to hang (by the neck)",cocoon + eyedropper + eyedropper + eyedropper + mingle,⿰ (left-right),⿰糹交,"幺 = cocoon, 丶 = eyedropper, 交 = mingle",RTH RTK,RTH2::L35 RTK1v5::L36
絡,web / entwine,2305,,1350,lào: small net | luò: net-like,cocoon + eyedropper + eyedropper + eyedropper + each,⿰ (left-right),⿰糹各,"幺 = cocoon, 丶 = eyedropper, 各 = each",RTH RTK,RTH2::L35 RTK1v5::L36
給,give / salary,1011,,1349,"gěi: to, for, for the benefit of, to give | jǐ: to supply, to provide",cocoon + eyedropper + eyedropper + eyedropper + fit,⿰ (left-right),⿰糹合,"幺 = cocoon, 丶 = eyedropper, 合 = fit",RTH RTK,RTH1::L35 RTK1v5::L36
絨,down / carpet yarn,2307,,2657,"róng: velvet, woolen",cocoon + eyedropper + eyedropper + eyedropper + fiesta + by one’s side,⿰ (left-right),⿰糹戎,"幺 = cocoon, 丶 = eyedropper, 戈 = fiesta, 𠂇 = by one’s side",RTH RTK,RTH2::L35 RTK3v2::CH02
絮,long-winded,2300,2422,,"xù: cotton wadding, fig. padding, long-winded",be like + floss,⿱ (top-bottom),⿱如糸,"如 = be like, 糸 = floss",RSH RTH,RSH2::L35 RTH2::L35
統,continuum / overall,1010,,1347,"tǒng: to gather, to unite, to unify, whole",cocoon + eyedropper + eyedropper + eyedropper + sufficient,⿰ (left-right),⿰糹充,"幺 = cocoon, 丶 = eyedropper, 充 = sufficient",RTH RTK,RTH1::L35 RTK1v5::L36
絲,silk,1005,,,"sī: silk, thread, trace, CL:條|条[tiáo]",cocoon + eyedropper + eyedropper + eyedropper + floss,⿰ (left-right),⿰糹糸,"幺 = cocoon, 丶 = eyedropper, 糸 = floss",RTH,RTH1::L35
綁,truss,2742,,,"bǎng: to tie, bind or fasten together, to kidnap",cocoon + eyedropper + eyedropper + eyedropper + nation,⿰ (left-right),⿰糹邦,"幺 = cocoon, 丶 = eyedropper, 邦 = nation",RTH,RTH2::L48
經,scripture,1027,,,"jīng: classics, sacred book, scripture, to pass through",cocoon + eyedropper + eyedropper + eyedropper + floor + 𡿨 + 𡿨 + 𡿨 + floor + walking stick + floor,⿰ (left-right),⿰糹巠,"幺 = cocoon, 丶 = eyedropper, 一 = floor, 丨 = walking stick",RTH,RTH1::L35
綜,sum up / synthesis,2319,,2660,"zèng: heddle (device to form warp in weaving textiles), Taiwan pr. [zòng] | zōng: to sum up, to put together, Taiwan pr. [zòng]",cocoon + eyedropper + eyedropper + eyedropper + religion,⿰ (left-right),⿰糹宗,"幺 = cocoon, 丶 = eyedropper, 宗 = religion",RTH RTK,RTH2::L35 RTK3v2::CH02
綠,green,1022,,,lǜ: green,cocoon + eyedropper + eyedropper + eyedropper + {30} + floor + ice + 亅 + {24},⿰ (left-right),⿰糹彔,"幺 = cocoon, 丶 = eyedropper, 一 = floor, 冫 = ice",RTH,RTH1::L35
綢,silk fabric,2306,,,"chóu: (light) silk, CL:匹[pǐ]",cocoon + eyedropper + eyedropper + eyedropper + lap,⿰ (left-right),⿰糹周,"幺 = cocoon, 丶 = eyedropper, 周 = lap",RTH,RTH2::L35
維,maintain / fiber,1007,,1341,"Wéi: abbr. for Uighur 維吾爾|维吾尔[Wéi wú ěr], surname Wei | wéi: to preserve, to maintain, to hold together, dimension",cocoon + eyedropper + eyedropper + eyedropper + dropdrop + walking stick + eyedropper + floor + walking stick + floor + two,⿰ (left-right),⿰糹隹,"幺 = cocoon, 丶 = eyedropper, ㇒ = dropdrop, 丨 = walking stick, 一 = floor, 二 = two",RTH RTK,RTH1::L35 RTK1v5::L36
